77.3736,50.9598
87.6867,65.2963
39.3811,10.0782
51.3381,53.9507
75.9615,3.42941
28.3211,60.8499
10.287,93.4738
89.5984,75.3701
42.0265,17.5682
46.0808,71.0096
3.27267,50.8303
18.9348,17.4628
94.8242,91.0262
75.0146,59.5105
9.71213,56.6175
47.6507,93.9012
45.8398,62.4141
94.9423,63.8297
12.583,43.1083
72.4041,6.80815
9.93176,75.9417
78.5708,66.6226
43.1742,50.4698
93.8317,84.8947
52.3672,0.256599
11.6229,15.3204
17.4322,10.7449
10.1115,96.2053
2.21533,18.7859
27.7753,13.6678
52.3509,52.1461
50.923,39.7826
18.1392,13.2834
64.2948,8.55227
25.2049,34.4633
66.0911,82.6991
10.6547,27.898
31.9985,6.11759
52.5479,43.9849
64.2831,18.4626
57.227,9.48034
47.4347,81.227
74.7777,49.6012
47.7734,88.4956
3.5951,38.9549
49.9838,30.307
78.8539,41.1536
54.0423,47.6123
24.0677,93.837
26.5403,87.4532
56.5314,43.7937
96.1003,23.4472
30.9979,53.0892
8.57474,13.1787
26.6179,64.4519
39.4186,95.5422
63.0019,49.642
80.065,48.4624
20.9971,39.0818
54.9762,25.3301
68.2489,7.18742
20.7724,81.2557
78.5472,69.104
6.52933,49.1334
89.8713,51.3323
71.8423,72.5549
19.0635,24.59
20.8935,92.55
95.5938,31.7881
4.08639,64.1077
16.014,90.7343
7.72162,87.9593
56.1356,90.3354
23.4551,29.0176
15.0758,9.79739
7.24246,74.0207
23.8546,64.5202
90.4373,65.1932
86.1524,41.2525
74.0752,25.9357
72.3459,94.7236
60.8819,52.0406
33.3939,18.2623
60.2116,85.2253
64.1029,34.1723
73.3671,86.9882
35.071,96.4379
46.3494,66.3252
91.2487,20.7549
76.9631,1.64133
1.62486,96.748
38.5874,62.316
29.0798,99.7141
64.4746,76.8421
40.8945,84.5315
21.9068,12.1296
15.9261,94.6994
0.503018,83.5827
59.0518,14.8206
84.7091,44.5398
50.923,39.7826
52.5479,43.9849
54.0423,47.6123
56.5314,43.7937
63.0019,49.642
43.1742,50.4698
38.5874,62.316
45.8398,62.4141
46.3494,66.3252
52.3509,52.1461
51.3381,53.9507
60.8819,52.0406
